rank,domain,word1,tld,phrase_count,premium_likely,restricted
706,within.select,within,select,340219,0,0
707,sellers.page,sellers,page,339347,0,0
708,each.photo,each,photo,339326,0,0
709,capital.market,capital,market,339275,0,0
710,about.food,about,food,339189,1,0
711,mail.auction,mail,auction,338560,0,0
712,opening.day,opening,day,337910,0,0
713,about.security,about,security,337611,1,0
714,advertising.online,advertising,online,337593,0,0
715,formal.training,formal,training,337084,0,0
716,per.property,per,property,336747,1,0
717,project.site,project,site,336603,0,0
718,share.online,share,online,336305,0,0
719,anal.movie,anal,movie,335937,1,0
720,copy.protection,copy,protection,335807,1,0
721,partner.site,partner,site,335050,0,0
722,after.auction,after,auction,334867,0,0
723,address.bar,address,bar,334242,0,0
724,gourmet.food,gourmet,food,334031,1,0
725,carb.diet,carb,diet,333511,0,0
726,grad.school,grad,school,333409,0,0
727,amateur.video,amateur,video,333253,0,0
728,comprehensive.review,comprehensive,review,332799,0,0
729,chief.financial,chief,financial,332307,0,0
730,show.host,show,host,332245,0,0
731,quality.data,quality,data,331992,1,0
732,much.space,much,space,331356,0,0
733,related.events,related,events,331007,0,0
734,wedding.band,wedding,band,330974,0,0
735,cam.live,cam,live,330921,0,0
736,teens.horse,teens,horse,330762,0,0
737,effective.management,effective,management,330525,0,0
738,bondage.video,bondage,video,330262,0,0
739,room.poker,room,poker,329799,0,0
740,other.courses,other,courses,329785,1,0
741,certain.degree,certain,degree,328959,0,0
742,through.direct,through,direct,328952,0,0
743,personal.blog,personal,blog,328748,0,0
744,term.investments,term,investments,328377,1,0
745,both.business,both,business,328118,0,0
746,antique.furniture,antique,furniture,328084,0,0
747,huge.fan,huge,fan,327930,0,0
748,takes.one,takes,one,327865,0,0
749,comprehensive.directory,comprehensive,directory,327211,0,0
750,teen.movie,teen,movie,327139,1,0
751,considering.how,considering,how,327058,1,0
752,video.store,video,store,326416,0,0
753,golf.equipment,golf,equipment,326032,0,0
754,private.party,private,party,325799,0,0
755,time.delivery,time,delivery,325571,0,0
756,pills.online,pills,online,325359,0,0
757,denver.business,denver,business,325338,0,0
758,safety.training,safety,training,325100,0,0
759,call.vote,call,vote,325070,1,0
760,reciprocal.link,reciprocal,link,324291,0,0
761,good.men,good,men,324237,0,0
762,unwanted.hair,unwanted,hair,324205,0,0
763,spain.property,spain,property,324154,1,0
764,actually.work,actually,work,324107,0,0
765,estate.services,estate,services,323131,0,0
766,web.analytics,web,analytics,322903,1,0
767,each.game,each,game,322842,1,0
768,other.partners,other,partners,322588,0,0
769,give.one,give,one,321729,0,0
770,top.online,top,online,321723,0,0
771,use.software,use,software,321490,0,0
772,clip.video,clip,video,321418,0,0
773,added.services,added,services,321109,0,0
774,prescriptions.online,prescriptions,online,320991,0,0
775,customer.reviews,customer,reviews,320738,0,0
776,personal.financial,personal,financial,320423,0,0
777,critical.care,critical,care,320240,0,0
778,provide.legal,provide,legal,319421,0,0
779,use.data,use,data,319098,1,0
780,whether.one,whether,one,319049,0,0
781,fitted.kitchen,fitted,kitchen,318644,0,0
782,sunny.day,sunny,day,318104,0,0
783,offers.online,offers,online,317153,0,0
784,under.international,under,international,317083,0,0
785,receive.credit,receive,credit,316871,1,0
786,free.college,free,college,316847,0,0
787,based.data,based,data,316715,1,0
788,gambling.poker,gambling,poker,316692,0,0
789,explain.how,explain,how,316452,1,0
790,financial.security,financial,security,316218,1,0
791,scientific.data,scientific,data,316127,1,0
792,fast.online,fast,online,315877,0,0
793,same.directory,same,directory,315769,0,0
794,championship.game,championship,game,314867,1,0
795,american.community,american,community,314632,0,0
796,business.support,business,support,314474,0,0
797,three.day,three,day,313963,0,0
798,talk.page,talk,page,313305,0,0
799,adverse.credit,adverse,credit,312776,1,0
800,provide.protection,provide,protection,312591,1,0
801,basketball.game,basketball,game,311948,1,0
802,about.giving,about,giving,311740,0,0
803,children.living,children,living,311693,0,0
804,seattle.business,seattle,business,311264,0,0
805,annual.review,annual,review,310074,0,0
806,beach.house,beach,house,310025,0,0
807,appropriate.link,appropriate,link,310001,0,0
808,two.courses,two,courses,309540,1,0
809,fucking.horse,fucking,horse,309349,0,0
810,rehabilitation.services,rehabilitation,services,309322,0,0
811,available.online,available,online,308919,0,0
812,explained.how,explained,how,308678,1,0
813,personal.website,personal,website,308430,0,0
814,control.software,control,software,308292,0,0
815,after.tax,after,tax,307528,0,0
816,boston.business,boston,business,307333,0,0
817,more.games,more,games,307064,0,0
818,new.forum,new,forum,306803,0,0
819,new.phone,new,phone,306606,1,0
820,regarding.how,regarding,how,306378,1,0
821,mechanical.properties,mechanical,properties,306352,0,0
822,movie.data,movie,data,306268,1,0
823,health.systems,health,systems,306223,0,0
824,album.art,album,art,305998,0,0
825,owned.business,owned,business,305973,0,0
826,man.movie,man,movie,305934,1,0
827,costume.jewelry,costume,jewelry,305473,0,0
828,more.photo,more,photo,305026,0,0
829,large.family,large,family,304875,0,0
830,customer.data,customer,data,304096,1,0
831,following.data,following,data,304000,1,0
832,after.giving,after,giving,303744,0,0
833,systematic.review,systematic,review,303164,0,0
834,following.black,following,black,302217,0,0
835,business.software,business,software,301849,0,0
836,recovery.software,recovery,software,301798,0,0
837,software.support,software,support,301607,0,0
838,mature.gallery,mature,gallery,301285,0,0
839,cigarettes.cheap,cigarettes,cheap,301022,0,0
840,current.data,current,data,300927,1,0
841,before.tax,before,tax,300571,0,0
842,relevant.data,relevant,data,300506,1,0
843,nude.video,nude,video,300437,0,0
844,including.legal,including,legal,300091,0,0
845,spatial.data,spatial,data,299292,1,0
846,greater.degree,greater,degree,299149,0,0
847,original.data,original,data,299043,1,0
848,sunday.school,sunday,school,298746,0,0
849,free.business,free,business,297556,0,0
850,hardcore.video,hardcore,video,297087,0,0
851,accredited.online,accredited,online,296994,0,0
852,historical.events,historical,events,295769,0,0
853,care.how,care,how,295551,1,0
854,immediate.delivery,immediate,delivery,295523,0,0
855,represents.one,represents,one,295483,0,0
856,realized.how,realized,how,295357,1,0
857,old.site,old,site,295182,0,0
858,without.food,without,food,295037,1,0
859,people.how,people,how,294942,1,0
860,entire.country,entire,country,294833,0,0
861,line.poker,line,poker,294654,0,0
862,getting.one,getting,one,294568,0,0
863,job.security,job,security,294240,1,0
864,interface.design,interface,design,293755,0,0
865,send.one,send,one,293356,0,0
866,provide.direct,provide,direct,293162,0,0
867,custom.software,custom,software,292619,0,0
868,favorite.games,favorite,games,292612,0,0
869,existing.business,existing,business,292307,0,0
870,sized.enterprises,sized,enterprises,292262,0,0
871,home.theatre,home,theatre,292021,0,0
872,financial.market,financial,market,291971,0,0
873,volatile.organic,volatile,organic,291690,0,0
874,back.online,back,online,291589,0,0
875,all.property,all,property,291555,1,0
876,related.data,related,data,291514,1,0
877,gay.gallery,gay,gallery,291376,0,0
878,local.markets,local,markets,291088,0,0
879,trailer.video,trailer,video,291040,0,0
880,given.day,given,day,290998,0,0
881,quality.health,quality,health,290930,1,0
882,medication.online,medication,online,290722,0,0
883,distribution.systems,distribution,systems,290073,0,0
884,making.fun,making,fun,290000,0,0
885,added.support,added,support,289936,0,0
886,wireless.data,wireless,data,289930,1,0
887,employment.services,employment,services,289857,0,0
888,incest.photos,incest,photos,289832,0,0
889,saw.how,saw,how,289551,1,0
890,phoenix.business,phoenix,business,289168,0,0
891,accessory.clothing,accessory,clothing,289161,0,0
892,user.review,user,review,289010,0,0
893,traveller.reviews,traveller,reviews,288505,0,0
894,all.financial,all,financial,288278,0,0
895,red.hair,red,hair,288249,0,0
896,showed.how,showed,how,288117,1,0
897,describing.how,describing,how,287986,1,0
898,slot.car,slot,car,287924,1,0
899,language.courses,language,courses,287774,1,0
900,gay.men,gay,men,287744,0,0
901,prescription.diet,prescription,diet,287546,0,0
902,ltd.trading,ltd,trading,287034,0,0
903,child.safety,child,safety,286719,1,0
904,heart.surgery,heart,surgery,286444,0,0
905,buyer.protection,buyer,protection,286139,1,0
906,gift.giving,gift,giving,285726,0,0
907,key.business,key,business,285700,0,0
908,read.how,read,how,285666,1,0
909,memory.management,memory,management,285434,0,0
910,proprietary.software,proprietary,software,285199,0,0
911,refugee.camp,refugee,camp,284975,0,0
912,certain.parts,certain,parts,284959,0,0
913,tool.bar,tool,bar,284897,0,0
914,subject.property,subject,property,284823,1,0
915,apparel.fashion,apparel,fashion,284647,0,0
916,entire.day,entire,day,284620,0,0
917,ongoing.support,ongoing,support,284413,0,0
918,all.live,all,live,284327,0,0
919,monitoring.data,monitoring,data,284078,1,0
920,auction.site,auction,site,283967,0,0
921,about.living,about,living,283896,0,0
922,shoe.gift,shoe,gift,283336,0,0
923,examines.how,examines,how,283328,1,0
924,jennifer.love,jennifer,love,283213,0,0
925,big.band,big,band,283032,0,0
926,exclusive.property,exclusive,property,282997,1,0
927,credit.auto,credit,auto,282615,1,0
928,movie.reviews,movie,reviews,282516,0,0
929,submit.software,submit,software,282281,0,0
930,own.property,own,property,282007,1,0
931,flea.market,flea,market,281926,0,0
932,further.help,further,help,281582,0,0
933,sex.family,sex,family,281366,0,0
934,save.photo,save,photo,281231,0,0
935,arts.degree,arts,degree,281100,0,0
936,collecting.data,collecting,data,280958,1,0
937,say.one,say,one,280710,0,0
938,legal.protection,legal,protection,280254,1,0
939,celebrity.pictures,celebrity,pictures,280001,0,0
940,latest.software,latest,software,279588,0,0
941,metal.band,metal,band,279574,0,0
942,girls.pics,girls,pics,279397,0,0
943,binary.data,binary,data,279377,1,0
944,some.place,some,place,279360,0,0
945,used.one,used,one,279241,0,0
946,call.one,call,one,279029,0,0
947,developed.world,developed,world,278877,0,0
948,federal.credit,federal,credit,278506,1,0
949,much.energy,much,energy,278448,0,0
950,all.skin,all,skin,278437,1,0
951,under.management,under,management,278345,0,0
952,academic.community,academic,community,278065,0,0
953,past.events,past,events,277704,0,0
954,anniversary.gift,anniversary,gift,277545,0,0
955,offers.one,offers,one,277006,0,0
956,total.forum,total,forum,276507,0,0
957,lesbian.gallery,lesbian,gallery,276228,0,0
958,new.homes,new,homes,276161,0,0
959,bondage.art,bondage,art,275944,0,0
960,other.food,other,food,275890,1,0
961,use.online,use,online,275493,0,0
962,end.zone,end,zone,275476,0,0
963,seen.how,seen,how,275278,1,0
964,dental.services,dental,services,275059,0,0
965,family.fun,family,fun,274800,0,0
966,shown.how,shown,how,274786,1,0
967,day.gift,day,gift,274648,0,0
968,without.one,without,one,274639,0,0
969,most.one,most,one,274244,0,0
970,funeral.homes,funeral,homes,274097,0,0
971,free.shopping,free,shopping,274055,0,0
972,entire.community,entire,community,274049,0,0
973,own.style,own,style,273668,0,0
974,tracking.software,tracking,software,273222,0,0
975,rights.management,rights,management,273097,0,0
976,gay.college,gay,college,273035,0,0
977,determining.how,determining,how,272920,1,0
978,fair.game,fair,game,272308,1,0
979,each.family,each,family,272304,0,0
980,local.delivery,local,delivery,272264,0,0
981,think.how,think,how,272119,1,0
982,online.support,online,support,271705,0,0
983,site.today,site,today,271692,0,0
984,resource.site,resource,site,271572,0,0
985,tertiary.education,tertiary,education,271329,0,0
986,pills.diet,pills,diet,271264,0,0
987,airport.car,airport,car,270965,1,0
988,search.space,search,space,270935,0,0
989,collected.data,collected,data,270834,1,0
990,body.art,body,art,270550,0,0
991,new.training,new,training,270496,0,0
992,particular.group,particular,group,270300,0,0
993,college.credit,college,credit,270281,1,0
994,sell.tickets,sell,tickets,270111,1,0
995,write.one,write,one,269868,0,0
996,accepting.credit,accepting,credit,269639,1,0
997,manufacturing.industries,manufacturing,industries,269535,0,0
998,another.forum,another,forum,269396,0,0
999,store.credit,store,credit,269137,1,0
1000,state.health,state,health,269127,1,0
1001,old.car,old,car,269067,1,0
1002,calorie.diet,calorie,diet,269057,0,0
1003,present.work,present,work,268995,0,0
1004,star.video,star,video,268770,0,0
1005,annual.financial,annual,financial,268752,0,0
1006,women.pics,women,pics,268685,0,0
1007,generous.support,generous,support,268640,0,0
1008,music.news,music,news,268375,0,0
1009,small.one,small,one,268215,0,0
1010,educational.software,educational,software,268150,0,0
1011,independent.contractors,independent,contractors,268030,0,0
1012,global.trade,global,trade,267676,0,0
1013,texas.poker,texas,poker,267363,0,0
1014,earlier.work,earlier,work,267162,0,0
1015,bondage.movie,bondage,movie,267130,1,0
1016,mature.horse,mature,horse,267101,0,0
1017,described.how,described,how,267086,1,0
1018,estate.agency,estate,agency,267044,0,0
1019,current.mortgage,current,mortgage,267042,0,0
1020,interested.party,interested,party,266934,0,0
1021,after.one,after,one,266695,0,0
1022,other.website,other,website,266633,0,0
1023,during.business,during,business,266623,0,0
1024,determines.how,determines,how,266482,1,0
1025,graduate.courses,graduate,courses,266079,1,0
1026,cincinnati.business,cincinnati,business,265995,0,0
1027,two.events,two,events,265859,0,0
1028,first.love,first,love,265713,0,0
1029,furniture.store,furniture,store,265476,0,0
1030,art.supplies,art,supplies,265415,0,0
1031,posters.website,posters,website,265352,0,0
1032,sample.data,sample,data,265176,1,0
1033,communications.equipment,communications,equipment,265110,0,0
1034,computer.services,computer,services,265008,0,0
1035,final.report,final,report,264980,0,0
1036,fantasy.baseball,fantasy,baseball,264827,1,0
1037,bypass.surgery,bypass,surgery,264591,0,0
1038,manual.page,manual,page,264540,0,0
1039,teen.black,teen,black,264355,0,0
1040,all.black,all,black,264240,0,0
1041,each.data,each,data,264041,1,0
1042,new.reviews,new,reviews,263873,0,0
1043,provides.one,provides,one,263202,0,0
1044,fishing.boats,fishing,boats,263027,0,0
1045,dedicated.hosting,dedicated,hosting,262921,1,0
1046,figures.show,figures,show,262684,0,0
1047,start.menu,start,menu,262681,0,0
1048,girls.gallery,girls,gallery,262675,0,0
1049,blackjack.casino,blackjack,casino,262236,0,0
1050,fucking.black,fucking,black,262205,0,0
1051,care.homes,care,homes,262175,0,0
1052,local.deals,local,deals,262083,0,0
1053,handling.equipment,handling,equipment,262077,0,0
1054,detailed.report,detailed,report,262035,0,0
1055,own.land,own,land,261843,0,0
1056,java.games,java,games,261680,0,0
1057,title.bar,title,bar,261621,0,0
1058,marketing.software,marketing,software,261594,0,0
1059,durham.business,durham,business,261230,0,0
1060,indicates.how,indicates,how,261193,1,0
1061,large.data,large,data,261130,1,0
1062,cum.horse,cum,horse,261074,0,0
1063,hardware.store,hardware,store,260911,0,0
1064,personal.site,personal,site,260908,0,0
1065,free.legal,free,legal,260901,0,0
1066,repair.shop,repair,shop,260891,0,0
1067,different.data,different,data,260771,1,0
1068,actual.data,actual,data,260399,1,0
1069,full.review,full,review,260336,0,0
1070,assessment.tools,assessment,tools,260310,0,0
1071,most.men,most,men,260155,0,0
1072,specify.how,specify,how,259974,1,0
1073,leading.international,leading,international,259973,0,0
1074,online.college,online,college,259730,0,0
1075,use.coupon,use,coupon,259623,1,0
1076,any.food,any,food,259436,1,0
1077,additional.training,additional,training,259320,0,0
1078,spam.protection,spam,protection,259305,1,0
1079,reliable.data,reliable,data,259030,1,0
1080,comment.camera,comment,camera,258877,0,0
1081,field.data,field,data,258827,1,0
1082,european.market,european,market,258761,0,0
1083,day.loan,day,loan,258423,0,0
1084,adult.site,adult,site,258394,0,0
1085,without.consulting,without,consulting,258377,0,0
1086,core.courses,core,courses,258302,1,0
1087,teen.cash,teen,cash,257952,0,0
1088,processing.software,processing,software,257725,0,0
1089,exploited.black,exploited,black,257626,0,0
1090,about.science,about,science,257508,0,0
1091,rules.poker,rules,poker,257488,0,0
1092,tools.menu,tools,menu,257425,0,0
1093,much.help,much,help,257332,0,0
1094,pussy.video,pussy,video,257121,0,0
1095,empty.space,empty,space,257006,0,0
1096,existing.one,existing,one,256964,0,0
1097,year.mortgage,year,mortgage,256817,0,0
1098,new.build,new,build,256755,0,0
1099,hotel.discount,hotel,discount,256707,0,0
1100,burning.software,burning,software,256475,0,0
1101,commercial.software,commercial,software,256272,0,0
1102,video.online,video,online,256060,0,0
1103,rates.mortgage,rates,mortgage,255983,0,0
1104,last.game,last,game,255856,1,0
1105,austin.business,austin,business,255779,0,0
1106,francisco.business,francisco,business,255777,0,0
1107,chemical.properties,chemical,properties,255775,0,0
1108,live.online,live,online,255615,0,0
1109,clay.poker,clay,poker,255503,0,0
1110,four.men,four,men,255432,0,0
1111,honolulu.business,honolulu,business,254603,0,0
1112,used.today,used,today,254592,0,0
1113,busy.day,busy,day,254221,0,0
1114,product.family,product,family,254098,0,0
1115,calculate.how,calculate,how,253723,1,0
1116,folk.art,folk,art,253721,0,0
1117,tells.how,tells,how,253528,1,0
1118,following.properties,following,properties,253400,0,0
1119,free.bingo,free,bingo,253335,0,0
1120,credit.car,credit,car,252860,1,0
1121,comprehensive.online,comprehensive,online,252665,0,0
1122,sample.movie,sample,movie,252509,1,0
1123,economic.data,economic,data,252484,1,0
1124,discount.car,discount,car,252444,1,0
1125,large.enterprises,large,enterprises,252442,0,0
1126,word.page,word,page,252266,0,0
1127,online.party,online,party,251730,0,0
1128,records.show,records,show,251640,0,0
1129,says.one,says,one,251565,0,0
1130,topic.forum,topic,forum,251304,0,0
1131,specific.training,specific,training,251106,0,0
1132,premier.online,premier,online,251024,0,0
1133,dallas.business,dallas,business,251015,0,0
1134,women.pictures,women,pictures,250971,0,0
1135,find.cheap,find,cheap,250790,0,0
1136,albany.business,albany,business,250691,0,0
1137,league.baseball,league,baseball,250520,1,0
1138,licensed.health,licensed,health,250495,1,0
1139,stories.horse,stories,horse,250234,0,0
1140,urban.design,urban,design,249877,0,0
1141,excluding.art,excluding,art,249746,0,0
1142,database.software,database,software,249735,0,0
1143,mature.movie,mature,movie,249567,1,0
1144,great.car,great,car,249178,1,0
1145,commercial.fishing,commercial,fishing,249094,0,0
1146,independent.film,independent,film,248713,0,0
1147,washington.business,washington,business,248377,0,0
1148,anal.gallery,anal,gallery,248300,0,0
1149,highest.degree,highest,degree,248260,0,0
1150,thick.black,thick,black,248093,0,0
1151,small.community,small,community,247803,0,0
1152,hotel.casino,hotel,casino,247748,0,0
1153,canadian.online,canadian,online,247709,0,0
1154,added.tax,added,tax,247688,0,0
1155,jacksonville.business,jacksonville,business,247464,0,0
1156,emerging.market,emerging,market,247382,0,0
1157,shot.movie,shot,movie,247373,1,0
1158,clothing.store,clothing,store,247217,0,0
1159,first.menu,first,menu,247092,0,0
1160,collection.agency,collection,agency,247072,0,0
1161,modern.science,modern,science,246743,0,0
1162,distance.phone,distance,phone,246725,1,0
1163,sex.men,sex,men,246517,0,0
1164,before.giving,before,giving,246298,0,0
1165,password.protection,password,protection,246273,1,0
1166,houston.business,houston,business,246234,0,0
1167,public.property,public,property,246012,1,0
1168,mature.black,mature,black,245796,0,0
1169,property.market,property,market,245497,0,0
1170,city.store,city,store,245364,0,0
1171,general.business,general,business,245346,0,0
1172,teen.horse,teen,horse,245273,0,0
1173,output.data,output,data,245156,1,0
1174,food.store,food,store,244890,0,0
1175,any.pictures,any,pictures,244496,0,0
1176,reservations.online,reservations,online,244409,0,0
1177,music.fan,music,fan,244318,0,0
1178,graduate.education,graduate,education,244124,0,0
1179,students.how,students,how,243972,1,0
1180,definitive.guide,definitive,guide,243966,0,0
1181,any.equipment,any,equipment,243929,0,0
1182,transfer.data,transfer,data,243713,1,0
1183,word.game,word,game,243667,1,0
1184,favourite.movie,favourite,movie,243541,1,0
1185,2nd.day,2nd,day,243291,0,0
1186,complete.one,complete,one,243204,0,0
1187,fucking.men,fucking,men,243150,0,0
1188,bank.loan,bank,loan,242980,0,0
1189,summary.report,summary,report,242753,0,0
1190,during.school,during,school,242739,0,0
1191,doctoral.degree,doctoral,degree,242618,0,0
1192,users.online,users,online,242610,0,0
1193,passenger.cars,passenger,cars,242333,1,0
1194,police.car,police,car,242117,1,0
1195,summer.day,summer,day,242020,0,0
1196,dimensional.space,dimensional,space,241800,0,0
1197,same.degree,same,degree,241703,0,0
1198,third.party,third,party,241415,0,0
1199,light.green,light,green,241323,0,0
1200,internet.online,internet,online,241267,0,0
1201,charlotte.business,charlotte,business,241160,0,0
1202,any.services,any,services,241067,0,0
1203,cleaning.services,cleaning,services,240973,0,0
1204,principal.place,principal,place,240912,0,0
1205,tags.help,tags,help,240833,0,0
1206,about.one,about,one,240742,0,0
1207,favourite.band,favourite,band,240642,0,0
1208,beach.diet,beach,diet,240590,0,0
1209,processing.systems,processing,systems,240567,0,0
1210,specific.page,specific,page,240546,0,0
1211,trading.data,trading,data,240402,1,0
1212,encryption.software,encryption,software,240200,0,0
1213,successful.career,successful,career,239855,0,0
1214,independent.mortgage,independent,mortgage,239625,0,0
1215,research.data,research,data,239429,1,0
1216,medical.science,medical,science,239329,0,0
1217,pittsburgh.business,pittsburgh,business,239272,0,0
1218,lesser.degree,lesser,degree,239193,0,0
1219,local.food,local,food,239016,1,0
1220,medical.news,medical,news,238942,0,0
1221,similar.fashion,similar,fashion,238878,0,0
1222,rooms.poker,rooms,poker,238734,0,0
1223,little.work,little,work,238716,0,0
1224,adverse.health,adverse,health,238619,1,0
1225,other.markets,other,markets,238468,0,0
1226,clinical.data,clinical,data,238161,1,0
1227,demographic.data,demographic,data,238158,1,0
1228,estate.property,estate,property,237916,1,0
1229,visual.art,visual,art,237777,0,0
1230,system.security,system,security,237253,1,0
1231,offering.services,offering,services,237237,0,0
1232,training.data,training,data,237163,1,0
1233,related.equipment,related,equipment,237003,0,0
1234,edit.menu,edit,menu,236865,0,0
1235,hosting.site,hosting,site,236732,0,0
1236,sacramento.business,sacramento,business,236535,0,0
1237,different.game,different,game,236485,1,0
1238,lesbian.love,lesbian,love,236173,0,0
1239,based.security,based,security,236013,1,0
1240,professional.degree,professional,degree,235944,0,0
1241,all.courses,all,courses,235795,1,0
1242,rated.photos,rated,photos,235778,0,0
1243,cut.flowers,cut,flowers,235617,1,0
1244,bondage.shop,bondage,shop,235425,0,0
1245,filtering.software,filtering,software,235325,0,0
1246,new.global,new,global,235319,0,0
1247,here.direct,here,direct,235210,0,0
1248,special.events,special,events,234947,0,0
1249,shop.website,shop,website,234830,0,0
1250,provide.security,provide,security,234539,1,0
1251,further.review,further,review,234538,0,0
1252,delivers.wine,delivers,wine,234512,0,0
1253,social.protection,social,protection,233975,1,0
1254,reasonable.care,reasonable,care,233973,0,0
1255,offer.services,offer,services,233875,0,0
1256,few.tips,few,tips,233381,0,0
1257,linked.site,linked,site,233346,0,0
1258,school.property,school,property,233302,1,0
1259,healthy.food,healthy,food,233237,1,0
1260,explores.how,explores,how,233176,1,0
1261,safety.data,safety,data,233175,1,0
1262,small.space,small,space,233100,0,0
1263,each.link,each,link,233026,0,0
1264,holiday.shopping,holiday,shopping,232984,0,0
1265,audio.equipment,audio,equipment,232982,0,0
1266,after.delivery,after,delivery,232951,0,0
1267,technical.data,technical,data,232838,1,0
1268,phone.game,phone,game,232751,1,0
1269,show.tickets,show,tickets,232604,1,0
1270,clearly.show,clearly,show,232280,0,0
1271,worldwide.delivery,worldwide,delivery,232146,0,0
1272,interest.credit,interest,credit,231552,1,0
1273,dayton.business,dayton,business,231516,0,0
1274,sea.fishing,sea,fishing,231416,0,0
1275,third.country,third,country,231386,0,0
1276,wichita.business,wichita,business,231364,0,0
1277,through.training,through,training,231269,0,0
1278,water.storage,water,storage,230808,1,0
1279,standard.equipment,standard,equipment,230575,0,0
1280,two.men,two,men,230414,0,0
1281,about.technology,about,technology,230392,0,0
1282,episode.guide,episode,guide,230194,0,0
1283,nokia.phone,nokia,phone,230112,1,0
1284,processing.equipment,processing,equipment,229966,0,0
1285,show.sale,show,sale,229572,0,0
1286,milwaukee.business,milwaukee,business,229394,0,0
1287,online.loan,online,loan,229240,0,0
1288,analyst.report,analyst,report,229183,0,0
1289,both.men,both,men,229126,0,0
1290,enter.data,enter,data,229090,1,0
1291,few.pictures,few,pictures,229029,0,0
1292,louisville.business,louisville,business,228958,0,0
1293,electric.guitars,electric,guitars,228945,0,0
1294,own.credit,own,credit,228923,1,0
1295,portland.business,portland,business,228879,0,0
1296,bond.market,bond,market,228809,0,0
1297,vegas.online,vegas,online,228761,0,0
1298,certain.business,certain,business,228725,0,0
1299,philadelphia.business,philadelphia,business,228635,0,0
1300,ipod.video,ipod,video,228330,0,0
1301,building.site,building,site,228100,0,0
1302,game.design,game,design,227768,0,0
1303,college.tennis,college,tennis,227726,0,0
1304,bondage.hair,bondage,hair,227708,0,0
1305,tag.design,tag,design,227566,0,0
1306,skip.site,skip,site,227394,0,0
1307,drinking.horse,drinking,horse,227256,0,0
1308,census.data,census,data,227220,1,0
1309,many.online,many,online,227113,0,0
1310,latest.movie,latest,movie,227043,1,0
1311,withholding.tax,withholding,tax,227041,0,0
1312,telephone.directory,telephone,directory,227030,0,0
1313,bondage.forum,bondage,forum,226865,0,0
1314,baseball.game,baseball,game,226704,1,0
1315,nude.art,nude,art,226583,0,0
1316,entire.network,entire,network,226492,0,0
1317,estate.marketing,estate,marketing,226417,0,0
1318,software.software,software,software,226370,0,0
1319,treatment.systems,treatment,systems,226253,0,0
1320,first.win,first,win,226045,0,0
1321,acre.site,acre,site,226035,0,0
1322,win.one,win,one,225771,0,0
1323,anal.black,anal,black,225710,0,0
1324,great.blog,great,blog,225662,0,0
1325,california.mortgage,california,mortgage,225410,0,0
1326,documentary.film,documentary,film,225190,0,0
1327,strongly.support,strongly,support,224940,0,0
1328,1st.day,1st,day,224931,0,0
1329,jewelry.store,jewelry,store,224840,0,0
1330,view.credit,view,credit,224817,1,0
1331,detailed.data,detailed,data,224509,1,0
1332,jack.game,jack,game,224400,1,0
1333,mobile.data,mobile,data,224358,1,0
1334,more.online,more,online,224272,0,0
1335,mating.video,mating,video,224230,0,0
1336,art.equipment,art,equipment,224198,0,0
1337,international.news,international,news,224184,0,0
1338,own.party,own,party,224179,0,0
1339,growing.market,growing,market,224118,0,0
1340,photo.page,photo,page,224001,0,0
1341,recent.data,recent,data,223891,1,0
1342,editorial.reviews,editorial,reviews,223775,0,0
1343,email.software,email,software,223728,0,0
1344,girls.horse,girls,horse,223671,0,0
1345,flash.cards,flash,cards,223668,0,0
1346,word.games,word,games,223613,0,0
1347,blurred.vision,blurred,vision,223603,0,0
1348,financials.data,financials,data,223526,1,0
1349,received.one,received,one,223478,0,0
1350,great.love,great,love,223280,0,0
1351,horror.film,horror,film,223072,0,0
1352,following.events,following,events,223008,0,0
1353,car.show,car,show,222972,0,0
1354,straight.men,straight,men,222926,0,0
1355,photo.store,photo,store,222796,0,0
1356,social.software,social,software,222788,0,0
1357,earning.money,earning,money,222675,0,0
1358,innovative.design,innovative,design,222340,0,0
1359,qualified.legal,qualified,legal,222290,0,0
1360,remote.site,remote,site,222249,0,0
1361,dvd.sale,dvd,sale,222118,0,0
1362,whole.site,whole,site,222069,0,0
1363,unanimous.vote,unanimous,vote,222029,1,0
1364,secured.credit,secured,credit,221802,1,0
1365,scroll.bar,scroll,bar,221703,0,0
1366,other.fun,other,fun,221702,0,0
1367,enlarge.photo,enlarge,photo,221509,0,0
1368,much.care,much,care,221497,0,0
1369,american.men,american,men,221473,0,0
1370,comfortable.fit,comfortable,fit,221413,0,0
1371,nashville.business,nashville,business,221243,0,0
1372,social.group,social,group,221228,0,0
1373,information.site,information,site,221222,0,0
1374,monitoring.software,monitoring,software,221068,0,0
1375,outlook.express,outlook,express,221036,0,0
1376,particular.day,particular,day,220966,0,0
1377,test.site,test,site,220682,0,0
1378,user.online,user,online,220572,0,0
1379,air.tickets,air,tickets,220492,1,0
1380,needed.help,needed,help,220269,0,0
1381,job.online,job,online,220257,0,0
1382,physical.security,physical,security,219820,1,0
1383,quick.delivery,quick,delivery,219729,0,0
1384,audited.financial,audited,financial,219713,0,0
1385,boy.gallery,boy,gallery,219598,0,0
1386,provides.training,provides,training,219472,0,0
1387,results.page,results,page,219284,0,0
1388,top.news,top,news,219277,0,0
1389,own.data,own,data,219213,1,0
1390,calculator.mortgage,calculator,mortgage,219072,0,0
