rank,domain,word1,tld,phrase_count,premium_likely,restricted
1391,car.racing,car,racing,219051,0,0
1392,most.direct,most,direct,219036,0,0
1393,old.black,old,black,218643,0,0
1394,important.data,important,data,218390,1,0
1395,preliminary.report,preliminary,report,218054,0,0
1396,total.page,total,page,218019,0,0
1397,per.family,per,family,217931,0,0
1398,free.mortgage,free,mortgage,217630,0,0
1399,dvd.video,dvd,video,217477,0,0
1400,source.data,source,data,217385,1,0
1401,new.mobile,new,mobile,217292,1,0
1402,more.food,more,food,217180,1,0
1403,movie.site,movie,site,217127,0,0
1404,city.life,city,life,217047,0,0
1405,internal.market,internal,market,216897,0,0
1406,residential.mortgage,residential,mortgage,216709,0,0
1407,detail.how,detail,how,216392,1,0
1408,satellite.data,satellite,data,216224,1,0
1409,funny.how,funny,how,216124,1,0
1410,sad.day,sad,day,216082,0,0
1411,other.cars,other,cars,216075,1,0
1412,surprised.how,surprised,how,215980,1,0
1413,other.mobile,other,mobile,215598,1,0
1414,commercial.loan,commercial,loan,215511,0,0
1415,detection.systems,detection,systems,215360,0,0
1416,fine.art,fine,art,215329,0,0
1417,compatible.graphics,compatible,graphics,215251,0,0
1418,project.page,project,page,215205,0,0
1419,change.how,change,how,215118,1,0
1420,other.game,other,game,215105,1,0
1421,following.cards,following,cards,215003,0,0
1422,over.financial,over,financial,214891,0,0
1423,fun.online,fun,online,214834,0,0
1424,unpublished.data,unpublished,data,214497,1,0
1425,business.associates,business,associates,214160,0,0
1426,buying.one,buying,one,214116,0,0
1427,site.video,site,video,214000,0,0
1428,per.sale,per,sale,213840,0,0
1429,certified.organic,certified,organic,213634,0,0
1430,about.data,about,data,213519,1,0
1431,electricity.supply,electricity,supply,213480,0,0
1432,tournament.poker,tournament,poker,213295,0,0
1433,technical.report,technical,report,213143,0,0
1434,optical.properties,optical,properties,213029,0,0
1435,ideal.holiday,ideal,holiday,213008,0,0
1436,download.online,download,online,212978,0,0
1437,interracial.movie,interracial,movie,212871,1,0
1438,baltimore.business,baltimore,business,212782,0,0
1439,favorite.movie,favorite,movie,212765,1,0
1440,term.financial,term,financial,212756,0,0
1441,another.day,another,day,212644,0,0
1442,receive.training,receive,training,212597,0,0
1443,control.how,control,how,212572,1,0
1444,find.online,find,online,212564,0,0
1445,traffic.safety,traffic,safety,212498,1,0
1446,buffalo.business,buffalo,business,212476,0,0
1447,purchase.one,purchase,one,212221,0,0
1448,assess.how,assess,how,211920,1,0
1449,complete.data,complete,data,211880,1,0
1450,music.software,music,software,211845,0,0
1451,study.design,study,design,211838,0,0
1452,qualified.healthcare,qualified,healthcare,211742,0,0
1453,free.computer,free,computer,211542,0,0
1454,small.claims,small,claims,211526,0,0
1455,enterprise.data,enterprise,data,211464,1,0
1456,line.services,line,services,211407,0,0
1457,great.pictures,great,pictures,211312,0,0
1458,three.business,three,business,211281,0,0
1459,each.business,each,business,211273,0,0
1460,each.community,each,community,211183,0,0
1461,memphis.business,memphis,business,210928,0,0
1462,opposition.party,opposition,party,210838,0,0
1463,making.one,making,one,210797,0,0
1464,columbus.business,columbus,business,210696,0,0
1465,quality.digital,quality,digital,210546,0,0
1466,associate.degree,associate,degree,210526,0,0
1467,antonio.business,antonio,business,210487,0,0
1468,final.game,final,game,210451,1,0
1469,bonus.online,bonus,online,210436,0,0
1470,latest.photos,latest,photos,210379,0,0
1471,mature.men,mature,men,210341,0,0
1472,area.codes,area,codes,210175,0,0
1473,play.golf,play,golf,210121,0,0
1474,though.one,though,one,210114,0,0
1475,wine.country,wine,country,210108,0,0
1476,pop.art,pop,art,210076,0,0
1477,most.parts,most,parts,209962,0,0
1478,before.christmas,before,christmas,209901,0,0
1479,own.safety,own,safety,209777,1,0
1480,computer.software,computer,software,209741,0,0
1481,entertainment.news,entertainment,news,209452,0,0
1482,free.forum,free,forum,209336,0,0
1483,additional.security,additional,security,209248,1,0
1484,accredited.college,accredited,college,209236,0,0
1485,own.design,own,design,209159,0,0
1486,existing.services,existing,services,209117,0,0
1487,sites.online,sites,online,209052,0,0
1488,governmental.agency,governmental,agency,208977,0,0
1489,blog.site,blog,site,208648,0,0
1490,transfer.credit,transfer,credit,208635,1,0
1491,available.space,available,space,208577,0,0
1492,international.network,international,network,208522,0,0
1493,planning.software,planning,software,208438,0,0
1494,learning.courses,learning,courses,208402,1,0
1495,little.green,little,green,208393,0,0
1496,unconditional.love,unconditional,love,208128,0,0
1497,building.design,building,design,208006,0,0
1498,personal.online,personal,online,207825,0,0
1499,elementary.education,elementary,education,207633,0,0
1500,rates.online,rates,online,207621,0,0
1501,individual.property,individual,property,207516,1,0
1502,flowers.online,flowers,online,207476,0,0
1503,own.team,own,team,207409,0,0
1504,registered.trade,registered,trade,207248,0,0
1505,retail.space,retail,space,207195,0,0
1506,international.phone,international,phone,206992,1,0
1507,ago.today,ago,today,206914,0,0
1508,current.technology,current,technology,206827,0,0
1509,fuck.video,fuck,video,206633,0,0
1510,university.degree,university,degree,206333,0,0
1511,quilt.shop,quilt,shop,206291,0,0
1512,full.game,full,game,206290,1,0
1513,many.pictures,many,pictures,206254,0,0
1514,aided.design,aided,design,206195,0,0
1515,many.services,many,services,206179,0,0
1516,high.security,high,security,206138,1,0
1517,television.network,television,network,205880,0,0
1518,application.data,application,data,205733,1,0
1519,related.industries,related,industries,205571,0,0
1520,further.support,further,support,205380,0,0
1521,photos.online,photos,online,205099,0,0
1522,occupational.safety,occupational,safety,205040,1,0
1523,internal.security,internal,security,204941,1,0
1524,following.vote,following,vote,204792,1,0
1525,helpful.tips,helpful,tips,204755,0,0
1526,short.review,short,review,204746,0,0
1527,families.living,families,living,204726,0,0
1528,quantitative.data,quantitative,data,204721,1,0
1529,title.page,title,page,204674,0,0
1530,multiplayer.online,multiplayer,online,204534,0,0
1531,like.fun,like,fun,204462,0,0
1532,information.page,information,page,204414,0,0
1533,two.cars,two,cars,204387,1,0
1534,small.country,small,country,204249,0,0
1535,largest.network,largest,network,204164,0,0
1536,any.online,any,online,204077,0,0
1537,accurate.data,accurate,data,203968,1,0
1538,political.career,political,career,203767,0,0
1539,required.courses,required,courses,203760,1,0
1540,chinese.food,chinese,food,203759,1,0
1541,computing.systems,computing,systems,203644,0,0
1542,year.degree,year,degree,203639,0,0
1543,school.kids,school,kids,203335,0,0
1544,snack.bar,snack,bar,203170,0,0
1545,equity.markets,equity,markets,203137,0,0
1546,baseline.data,baseline,data,202941,1,0
1547,brief.review,brief,review,202867,0,0
1548,specific.legal,specific,legal,202820,0,0
1549,term.storage,term,storage,202753,1,0
1550,floral.gift,floral,gift,202737,0,0
1551,media.news,media,news,202380,0,0
1552,silent.auction,silent,auction,202161,0,0
1553,previous.photo,previous,photo,202001,0,0
1554,viagra.discount,viagra,discount,201911,0,0
1555,rate.loan,rate,loan,201637,0,0
1556,many.events,many,events,201359,0,0
1557,accounting.systems,accounting,systems,201137,0,0
1558,across.town,across,town,201134,0,0
1559,day.supply,day,supply,201109,0,0
1560,line.casino,line,casino,201092,0,0
1561,led.training,led,training,201031,0,0
1562,all.food,all,food,201021,1,0
1563,all.properties,all,properties,200987,0,0
1564,managed.security,managed,security,200973,1,0
1565,real.data,real,data,200929,1,0
1566,local.directory,local,directory,200602,0,0
1567,cooling.systems,cooling,systems,200592,0,0
1568,movie.online,movie,online,200558,0,0
1569,singles.dating,singles,dating,200531,0,0
1570,international.security,international,security,200467,1,0
1571,useful.guide,useful,guide,200372,0,0
1572,empirical.data,empirical,data,200335,1,0
1573,forget.how,forget,how,200045,1,0
1574,playoff.game,playoff,game,199899,1,0
1575,inclusive.holiday,inclusive,holiday,199817,0,0
1576,limited.space,limited,space,199746,0,0
1577,span.style,span,style,199715,0,0
1578,advertising.space,advertising,space,199614,0,0
1579,office.properties,office,properties,199399,0,0
1580,american.art,american,art,199309,0,0
1581,quality.audio,quality,audio,199202,0,0
1582,based.education,based,education,199098,0,0
1583,day.spa,day,spa,198971,0,0
1584,calendar.day,calendar,day,198946,0,0
1585,incest.art,incest,art,198894,0,0
1586,user.page,user,page,198857,0,0
1587,installation.directory,installation,directory,198674,0,0
1588,discount.coupon,discount,coupon,198645,1,0
1589,ass.gallery,ass,gallery,198578,0,0
1590,performances.plus,performances,plus,198258,0,0
1591,copyrighted.works,copyrighted,works,198167,0,0
1592,favourite.game,favourite,game,198153,1,0
1593,feedback.page,feedback,page,198145,0,0
1594,program.design,program,design,198109,0,0
1595,hard.day,hard,day,198052,0,0
1596,existing.network,existing,network,197803,0,0
1597,own.food,own,food,197752,1,0
1598,news.page,news,page,197708,0,0
1599,always.fun,always,fun,197689,0,0
1600,removable.media,removable,media,197523,0,0
1601,download.software,download,software,197474,0,0
1602,day.training,day,training,197240,0,0
1603,further.business,further,business,197226,0,0
1604,global.financial,global,financial,197219,0,0
1605,providing.health,providing,health,197027,1,0
1606,cellular.phone,cellular,phone,196977,1,0
1607,comfort.food,comfort,food,196966,1,0
1608,reveals.how,reveals,how,196816,1,0
1609,visible.data,visible,data,196707,1,0
1610,boston.markets,boston,markets,196587,0,0
1611,providing.training,providing,training,196572,0,0
1612,site.gives,site,gives,196466,0,0
1613,following.business,following,business,196433,0,0
1614,adult.film,adult,film,196423,0,0
1615,best.restaurant,best,restaurant,196397,0,0
1616,store.data,store,data,196373,1,0
1617,building.work,building,work,196282,0,0
1618,appropriate.training,appropriate,training,196123,0,0
1619,affect.how,affect,how,195932,1,0
1620,site.marketing,site,marketing,195816,0,0
1621,currently.living,currently,living,195725,0,0
1622,analyze.data,analyze,data,195638,1,0
1623,study.how,study,how,195597,1,0
1624,noticed.how,noticed,how,195455,1,0
1625,significant.financial,significant,financial,195324,0,0
1626,version.email,version,email,195310,0,0
1627,philippines.gift,philippines,gift,195253,0,0
1628,free.one,free,one,195151,0,0
1629,retail.sale,retail,sale,195034,0,0
1630,upon.how,upon,how,195006,1,0
1631,new.camera,new,camera,194876,0,0
1632,held.company,held,company,194831,0,0
1633,fourth.day,fourth,day,194784,0,0
1634,met.art,met,art,194660,0,0
1635,online.data,online,data,194579,1,0
1636,digital.pictures,digital,pictures,194573,0,0
1637,get.news,get,news,194543,0,0
1638,confidentiality.protection,confidentiality,protection,194383,1,0
1639,investment.fund,investment,fund,194280,0,0
1640,using.software,using,software,194174,0,0
1641,different.place,different,place,194106,0,0
1642,owned.enterprises,owned,enterprises,194080,0,0
1643,funny.video,funny,video,194027,0,0
1644,single.site,single,site,193821,0,0
1645,improvement.loans,improvement,loans,193660,0,0
1646,stock.photography,stock,photography,193649,0,0
1647,airport.security,airport,security,193641,1,0
1648,about.art,about,art,193547,0,0
1649,first.mortgage,first,mortgage,193467,0,0
1650,black.community,black,community,193343,0,0
1651,cognitive.science,cognitive,science,193234,0,0
1652,same.house,same,house,193225,0,0
1653,any.phone,any,phone,193151,1,0
1654,underground.storage,underground,storage,193107,1,0
1655,canada.online,canada,online,192717,0,0
1656,provides.protection,provides,protection,192696,1,0
1657,hollywood.movie,hollywood,movie,192678,1,0
1658,reader.software,reader,software,192446,0,0
1659,through.space,through,space,192292,0,0
1660,sports.fan,sports,fan,192250,0,0
1661,fisheries.management,fisheries,management,192203,0,0
1662,large.degree,large,degree,192116,0,0
1663,last.photo,last,photo,192102,0,0
1664,memory.space,memory,space,192010,0,0
1665,patent.protection,patent,protection,191911,1,0
1666,saying.how,saying,how,191875,1,0
1667,thorough.review,thorough,review,191783,0,0
1668,playing.online,playing,online,191734,0,0
1669,developed.software,developed,software,191693,0,0
1670,access.data,access,data,191625,1,0
1671,choose.how,choose,how,191599,1,0
1672,both.systems,both,systems,191488,0,0
1673,initial.data,initial,data,191441,1,0
1674,made.fun,made,fun,191411,0,0
1675,including.data,including,data,191312,1,0
1676,related.website,related,website,191288,0,0
1677,computer.data,computer,data,191219,1,0
1678,commerce.site,commerce,site,191206,0,0
1679,each.property,each,property,191085,1,0
1680,including.health,including,health,190923,1,0
1681,niche.market,niche,market,190873,0,0
1682,hospital.services,hospital,services,190811,0,0
1683,detailed.design,detailed,design,190771,0,0
1684,race.cars,race,cars,190749,1,0
1685,critical.review,critical,review,190660,0,0
1686,man.video,man,video,190390,0,0
1687,new.courses,new,courses,190275,1,0
1688,always.one,always,one,190105,0,0
1689,gather.data,gather,data,190064,1,0
1690,about.site,about,site,189909,0,0
1691,over.town,over,town,189857,0,0
1692,religious.faith,religious,faith,189494,0,0
1693,adequate.protection,adequate,protection,189481,1,0
1694,reasonable.attorney,reasonable,attorney,189471,0,0
1695,all.audio,all,audio,189395,0,0
1696,green.space,green,space,189268,0,0
1697,configuration.data,configuration,data,189265,1,0
1698,specific.services,specific,services,189193,0,0
1699,home.market,home,market,189134,0,0
1700,through.college,through,college,189113,0,0
1701,time.online,time,online,188892,0,0
1702,golf.courses,golf,courses,188614,1,0
1703,provides.data,provides,data,188576,1,0
1704,deciding.how,deciding,how,188505,1,0
1705,over.one,over,one,188464,0,0
1706,include.data,include,data,188436,1,0
1707,any.diet,any,diet,188416,0,0
1708,machine.shop,machine,shop,188382,0,0
1709,quotes.online,quotes,online,187949,0,0
1710,related.business,related,business,187928,0,0
1711,iraqi.security,iraqi,security,187727,1,0
1712,actually.help,actually,help,187678,0,0
1713,movie.theatre,movie,theatre,187638,0,0
1714,change.one,change,one,187431,0,0
1715,private.security,private,security,187306,1,0
1716,electronic.systems,electronic,systems,187249,0,0
1717,including.financial,including,financial,187074,0,0
1718,sustainable.management,sustainable,management,187050,0,0
1719,send.data,send,data,186949,1,0
1720,popular.online,popular,online,186945,0,0
1721,international.legal,international,legal,186918,0,0
1722,science.courses,science,courses,186895,1,0
1723,unclear.how,unclear,how,186871,1,0
1724,management.solutions,management,solutions,186781,0,0
1725,independent.financial,independent,financial,186674,0,0
1726,using.computer,using,computer,186514,0,0
1727,two.black,two,black,186291,0,0
1728,sees.fit,sees,fit,186290,0,0
1729,book.gives,book,gives,186288,0,0
1730,pet.shop,pet,shop,186185,0,0
1731,original.one,original,one,186181,0,0
1732,more.data,more,data,185914,1,0
1733,long.one,long,one,185905,0,0
1734,started.work,started,work,185686,0,0
1735,investigate.how,investigate,how,185557,1,0
1736,goes.live,goes,live,185366,0,0
1737,special.discount,special,discount,185355,0,0
1738,more.men,more,men,185272,0,0
1739,private.forum,private,forum,185043,0,0
1740,hot.day,hot,day,185031,0,0
1741,national.data,national,data,184795,1,0
1742,corporate.data,corporate,data,184791,1,0
1743,new.science,new,science,184733,0,0
1744,budget.car,budget,car,184490,1,0
1745,sequence.data,sequence,data,184416,1,0
1746,all.video,all,video,184405,0,0
1747,large.parts,large,parts,184375,0,0
1748,community.safety,community,safety,184317,1,0
1749,teen.photo,teen,photo,184261,0,0
1750,book.shop,book,shop,184225,0,0
1751,pussy.horse,pussy,horse,184109,0,0
1752,baby.furniture,baby,furniture,184072,0,0
1753,room.online,room,online,184035,0,0
1754,other.singles,other,singles,184005,0,0
1755,thermal.energy,thermal,energy,183955,0,0
1756,large.black,large,black,183950,0,0
1757,canon.digital,canon,digital,183946,0,0
1758,per.group,per,group,183915,0,0
1759,complete.online,complete,online,183850,0,0
1760,related.health,related,health,183783,1,0
1761,basic.data,basic,data,183771,1,0
1762,visual.equipment,visual,equipment,183766,0,0
1763,work.space,work,space,183622,0,0
1764,consumer.market,consumer,market,183583,0,0
1765,further.training,further,training,183384,0,0
1766,community.site,community,site,183272,0,0
1767,read.data,read,data,183177,1,0
1768,much.data,much,data,182477,1,0
1769,junior.college,junior,college,182450,0,0
1770,new.parts,new,parts,182431,0,0
1771,many.fans,many,fans,182413,0,0
1772,marching.band,marching,band,182207,0,0
1773,buying.online,buying,online,182153,0,0
1774,retail.market,retail,market,182121,0,0
1775,young.kids,young,kids,182101,0,0
1776,services.storage,services,storage,181951,1,0
1777,began.work,began,work,181932,0,0
1778,animals.horse,animals,horse,181899,0,0
1779,destination.site,destination,site,181881,0,0
1780,own.tips,own,tips,181864,0,0
1781,punk.band,punk,band,181857,0,0
1782,discussed.how,discussed,how,181580,1,0
1783,cable.car,cable,car,181468,1,0
1784,video.film,video,film,181447,0,0
1785,average.family,average,family,181262,0,0
1786,vegas.poker,vegas,poker,181227,0,0
1787,drag.racing,drag,racing,180921,0,0
1788,business.phone,business,phone,180747,1,0
1789,disk.storage,disk,storage,180682,1,0
1790,gallery.movie,gallery,movie,180483,1,0
1791,craft.supplies,craft,supplies,180442,0,0
1792,private.homes,private,homes,180243,0,0
1793,artist.fan,artist,fan,180214,0,0
1794,first.car,first,car,179975,1,0
1795,all.help,all,help,179940,0,0
1796,suck.horse,suck,horse,179885,0,0
1797,interactive.media,interactive,media,179876,0,0
1798,telephone.systems,telephone,systems,179852,0,0
1799,privacy.protection,privacy,protection,179660,1,0
1800,told.how,told,how,179560,1,0
1801,booking.online,booking,online,179528,0,0
1802,dating.game,dating,game,179487,1,0
1803,year.lease,year,lease,179409,0,0
1804,elective.courses,elective,courses,179322,1,0
1805,cigarettes.discount,cigarettes,discount,179196,0,0
1806,service.online,service,online,179168,0,0
1807,perhaps.best,perhaps,best,179160,0,0
1808,war.zone,war,zone,179144,0,0
1809,business.degree,business,degree,179130,0,0
1810,spy.software,spy,software,178904,0,0
1811,card.security,card,security,178790,1,0
1812,interesting.site,interesting,site,178682,0,0
1813,physical.science,physical,science,178661,0,0
1814,credit.courses,credit,courses,178589,1,0
1815,environmental.protection,environmental,protection,178534,1,0
1816,manila.site,manila,site,178532,0,0
1817,laboratory.equipment,laboratory,equipment,178416,0,0
1818,similar.services,similar,services,178400,0,0
1819,economic.security,economic,security,177891,1,0
1820,birmingham.business,birmingham,business,177735,0,0
1821,butt.black,butt,black,177635,0,0
1822,more.fans,more,fans,177580,0,0
1823,register.online,register,online,177491,0,0
1824,following.credit,following,credit,177235,1,0
1825,professional.work,professional,work,177141,0,0
1826,school.science,school,science,177140,0,0
1827,ebay.international,ebay,international,177054,0,0
1828,film.video,film,video,177051,0,0
1829,larger.group,larger,group,177022,0,0
1830,low.mortgage,low,mortgage,176956,0,0
1831,including.business,including,business,176923,0,0
1832,free.men,free,men,176792,0,0
1833,american.business,american,business,176781,0,0
1834,recording.software,recording,software,176684,0,0
1835,any.movie,any,movie,176636,1,0
1836,view.menu,view,menu,176615,0,0
1837,mail.page,mail,page,176522,0,0
1838,another.car,another,car,176225,1,0
1839,complex.data,complex,data,176038,1,0
1840,mexican.food,mexican,food,176022,1,0
1841,persons.living,persons,living,175861,0,0
1842,other.car,other,car,175783,1,0
1843,contains.data,contains,data,175774,1,0
1844,extensive.training,extensive,training,175718,0,0
1845,per.team,per,team,175702,0,0
1846,gambling.games,gambling,games,175686,0,0
1847,mass.storage,mass,storage,175645,1,0
1848,desktop.software,desktop,software,175612,0,0
1849,regular.school,regular,school,175521,0,0
1850,during.training,during,training,175454,0,0
1851,slot.games,slot,games,175371,0,0
1852,body.repair,body,repair,175321,0,0
1853,placebo.group,placebo,group,175314,0,0
1854,other.training,other,training,175308,0,0
1855,european.markets,european,markets,175125,0,0
1856,ebay.today,ebay,today,175052,0,0
1857,updated.one,updated,one,174983,0,0
1858,travel.site,travel,site,174868,0,0
1859,audio.software,audio,software,174762,0,0
1860,great.film,great,film,174747,0,0
1861,networking.equipment,networking,equipment,174711,0,0
1862,private.car,private,car,174708,1,0
1863,rocket.science,rocket,science,174707,0,0
1864,best.online,best,online,174679,0,0
1865,school.site,school,site,174606,0,0
1866,great.games,great,games,174562,0,0
1867,major.health,major,health,174453,1,0
1868,sales.data,sales,data,174401,1,0
1869,each.party,each,party,174295,0,0
1870,other.events,other,events,174198,0,0
1871,healthcare.services,healthcare,services,174132,0,0
1872,philippines.gifts,philippines,gifts,174066,0,0
1873,technical.college,technical,college,174034,0,0
1874,main.house,main,house,174030,0,0
1875,pricing.data,pricing,data,174008,1,0
1876,dvd.software,dvd,software,173963,0,0
1877,more.cars,more,cars,173931,1,0
1878,poker.supplies,poker,supplies,173903,0,0
1879,providing.financial,providing,financial,173902,0,0
1880,entire.city,entire,city,173881,0,0
1881,xxx.film,xxx,film,173864,0,0
1882,environmental.review,environmental,review,173852,0,0
1883,beautiful.flowers,beautiful,flowers,173775,1,0
1884,free.party,free,party,173639,0,0
1885,services.business,services,business,173612,0,0
1886,valid.credit,valid,credit,173592,1,0
1887,private.data,private,data,173574,1,0
1888,live.band,live,band,173526,0,0
1889,known.how,known,how,173520,1,0
1890,take.courses,take,courses,173458,1,0
1891,spanish.property,spanish,property,173429,1,0
1892,development.community,development,community,173420,0,0
1893,full.day,full,day,173391,0,0
1894,candy.bar,candy,bar,173247,0,0
1895,about.safety,about,safety,173180,1,0
1896,asking.how,asking,how,173147,1,0
1897,placement.services,placement,services,173115,0,0
1898,form.data,form,data,173113,1,0
1899,receive.data,receive,data,173089,1,0
1900,between.science,between,science,172900,0,0
1901,sexual.partners,sexual,partners,172876,0,0
1902,computer.store,computer,store,172866,0,0
1903,advanced.degree,advanced,degree,172787,0,0
1904,other.page,other,page,172743,0,0
1905,new.site,new,site,172711,0,0
1906,working.party,working,party,172600,0,0
1907,one.phone,one,phone,172595,1,0
1908,place.one,place,one,172494,0,0
1909,cool.site,cool,site,172423,0,0
1910,contemporary.design,contemporary,design,172380,0,0
1911,lighting.systems,lighting,systems,172378,0,0
1912,debt.loan,debt,loan,172280,0,0
1913,receive.discount,receive,discount,172026,0,0
1914,top.page,top,page,172020,0,0
1915,series.data,series,data,171998,1,0
1916,great.men,great,men,171959,0,0
1917,easy.storage,easy,storage,171894,1,0
1918,computer.consulting,computer,consulting,171893,0,0
1919,contemporary.furniture,contemporary,furniture,171807,0,0
1920,standard.delivery,standard,delivery,171802,0,0
1921,valuable.data,valuable,data,171784,1,0
1922,corporate.discount,corporate,discount,171719,0,0
1923,extensive.network,extensive,network,171617,0,0
1924,original.game,original,game,171556,1,0
1925,used.computer,used,computer,171476,0,0
1926,cheap.diet,cheap,diet,171377,0,0
1927,accident.attorney,accident,attorney,171265,0,0
1928,phone.phone,phone,phone,171200,1,0
1929,important.legal,important,legal,171170,0,0
1930,thus.giving,thus,giving,171164,0,0
1931,additional.tax,additional,tax,171156,0,0
1932,public.accountant,public,accountant,171110,0,0
1933,expert.review,expert,review,171019,0,0
1934,property.data,property,data,170968,1,0
1935,maximum.protection,maximum,protection,170918,1,0
1936,main.business,main,business,170818,0,0
1937,left.school,left,school,170765,0,0
1938,first.career,first,career,170724,0,0
1939,each.page,each,page,170516,0,0
1940,hotels.page,hotels,page,170422,0,0
1941,little.space,little,space,170378,0,0
1942,olympic.gold,olympic,gold,170300,0,0
1943,each.house,each,house,170221,0,0
1944,long.movie,long,movie,170199,1,0
1945,shared.data,shared,data,170113,1,0
1946,hour.day,hour,day,170099,0,0
1947,cost.data,cost,data,170041,1,0
1948,office.software,office,software,170014,0,0
1949,understand.how,understand,how,169944,1,0
1950,horse.racing,horse,racing,169943,0,0
1951,disposal.site,disposal,site,169836,0,0
1952,hardcore.black,hardcore,black,169742,0,0
1953,recorded.vote,recorded,vote,169646,1,0
1954,current.tax,current,tax,169597,0,0
1955,related.site,related,site,169532,0,0
1956,purchased.online,purchased,online,169513,0,0
1957,discount.golf,discount,golf,169492,0,0
1958,containing.one,containing,one,169460,0,0
1959,book.bargains,book,bargains,169348,0,0
1960,many.international,many,international,169338,0,0
1961,insurance.agency,insurance,agency,169222,0,0
1962,provides.direct,provides,direct,169138,0,0
1963,undergraduate.education,undergraduate,education,168981,0,0
1964,fucking.dog,fucking,dog,168976,0,0
1965,clear.blue,clear,blue,168892,0,0
1966,appropriate.place,appropriate,place,168833,0,0
1967,property.photo,property,photo,168803,0,0
1968,multiple.data,multiple,data,168773,1,0
1969,current.page,current,page,168725,0,0
1970,evaluate.how,evaluate,how,168669,1,0
1971,betting.casino,betting,casino,168647,0,0
1972,audio.data,audio,data,168563,1,0
1973,material.properties,material,properties,168390,0,0
1974,european.country,european,country,168278,0,0
1975,traditional.style,traditional,style,168175,0,0
1976,own.game,own,game,168170,1,0
1977,reserve.fund,reserve,fund,168043,0,0
1978,travel.directory,travel,directory,168043,0,0
1979,complete.review,complete,review,167965,0,0
1980,site.store,site,store,167945,0,0
1981,great.website,great,website,167926,0,0
1982,blowjob.video,blowjob,video,167923,0,0
1983,sex.phone,sex,phone,167893,1,0
1984,offer.online,offer,online,167885,0,0
1985,through.community,through,community,167853,0,0
1986,ecommerce.shopping,ecommerce,shopping,167852,0,0
1987,all.family,all,family,167786,0,0
1988,wireless.security,wireless,security,167690,1,0
1989,interactive.games,interactive,games,167595,0,0
1990,excellent.site,excellent,site,167460,0,0
1991,checking.how,checking,how,167400,1,0
1992,safety.systems,safety,systems,167245,0,0
1993,spain.properties,spain,properties,167179,0,0
1994,each.computer,each,computer,167038,0,0
1995,major.financial,major,financial,166943,0,0
1996,site.news,site,news,166848,0,0
1997,another.game,another,game,166843,1,0
1998,simply.select,simply,select,166839,0,0
1999,pill.online,pill,online,166797,0,0
2000,treatment.works,treatment,works,166788,0,0
2001,incest.gallery,incest,gallery,166776,0,0
2002,three.courses,three,courses,166440,1,0
2003,adding.one,adding,one,166300,0,0
2004,site.reviews,site,reviews,166288,0,0
2005,access.site,access,site,166244,0,0
2006,little.fun,little,fun,166174,0,0
2007,item.page,item,page,166159,0,0
2008,cable.network,cable,network,166084,0,0
2009,about.global,about,global,165961,0,0
2010,billing.software,billing,software,165958,0,0
2011,search.page,search,page,165948,0,0
2012,other.solutions,other,solutions,165921,0,0
2013,affirmative.vote,affirmative,vote,165874,1,0
2014,balloons.gift,balloons,gift,165748,0,0
2015,women.horse,women,horse,165726,0,0
2016,several.parts,several,parts,165531,0,0
2017,armed.men,armed,men,165505,0,0
2018,women.gallery,women,gallery,165453,0,0
2019,secured.party,secured,party,165406,0,0
2020,email.news,email,news,165404,0,0
2021,online.coupon,online,coupon,165377,1,0
2022,draw.poker,draw,poker,165296,0,0
2023,sun.protection,sun,protection,165248,1,0
2024,many.industries,many,industries,165153,0,0
2025,exchange.data,exchange,data,165099,1,0
2026,home.health,home,health,165047,1,0
2027,microsoft.software,microsoft,software,164933,0,0
2028,largest.group,largest,group,164787,0,0
2029,evening.news,evening,news,164782,0,0
2030,erotic.art,erotic,art,164725,0,0
2031,brave.men,brave,men,164656,0,0
2032,host.family,host,family,164443,0,0
2033,about.poker,about,poker,164405,0,0
2034,labor.markets,labor,markets,164316,0,0
2035,body.shop,body,shop,164240,0,0
2036,iraqi.army,iraqi,army,164232,0,0
2037,expand.menu,expand,menu,164195,0,0
2038,changing.market,changing,market,164174,0,0
2039,process.data,process,data,164034,1,0
2040,extended.holiday,extended,holiday,163819,0,0
2041,windows.systems,windows,systems,163748,0,0
2042,two.data,two,data,163739,1,0
2043,model.cars,model,cars,163725,1,0
2044,community.partners,community,partners,163719,0,0
2045,same.work,same,work,163634,0,0
2046,glossary.feedback,glossary,feedback,163559,0,0
2047,provides.online,provides,online,163531,0,0
2048,use.international,use,international,163467,0,0
2049,owned.land,owned,land,163460,0,0
2050,many.kids,many,kids,163455,0,0
2051,section.trading,section,trading,163394,0,0
2052,passenger.car,passenger,car,163331,1,0
2053,about.men,about,men,163252,0,0
2054,per.site,per,site,163130,0,0
2055,special.fund,special,fund,163128,0,0
2056,records.online,records,online,163105,0,0
2057,house.training,house,training,163056,0,0
2058,quality.pictures,quality,pictures,163009,0,0
2059,detailed.review,detailed,review,162978,0,0
2060,great.career,great,career,162908,0,0
2061,recognition.software,recognition,software,162782,0,0
2062,border.security,border,security,162762,1,0
2063,terraced.house,terraced,house,162507,0,0
2064,some.parts,some,parts,162436,0,0
2065,album.reviews,album,reviews,162405,0,0
2066,overall.business,overall,business,162209,0,0
2067,other.audio,other,audio,162200,0,0
2068,long.career,long,career,162181,0,0
2069,taught.how,taught,how,162139,1,0
